OBJECTID,ID,ADDRESS,TERMINAL_NUMBER,LATITUDE,LONGITUDE,X,Y
211982800,355,21st St N & N Pierce St,31093,38.898984,-77.078317,393206.3848,136795.4315
211982801,356,Lee Hwy & N Kirkwood Rd,31094,38.895377,-77.09713,391574.024,136396.5942
211982802,357,19th & G St NW,31279,38.898412,-77.043182,396254.1432,136729.9067
211982803,358,2nd St & Seaton Pl NE,31522,38.914751,-77.00356,399691.2557,138542.7889
211982804,359,Wilson Blvd & N Illinois St,31902,38.876528,-77.12712,388969.4952,134307.4068
211982805,364,Army Navy Dr & S Nash St,31095,38.86215,-77.068121,394087.7864,132705.8679
211982806,365,31st & Water St NW,31293,38.902814,-77.061043,394705.1035,137219.4484
211982807,367,11th & S St NW,31280,38.913761,-77.027025,397656.1993,138433.2316
211982808,368,S Walter Reed Dr & 8th St S,31096,38.86612,-77.08787,392374.1977,133148.0312
211982809,369,2nd & G St NE,31639,38.89967,-77.003666,399681.9955,136868.6752
211982810,370,8th & O St NW,31281,38.90864,-77.02277,398025.0815,137864.6578
211982811,371,Georgia & Missouri Ave NW,31411,38.961339,-77.027855,397585.8274,143714.8292
211982812,373,Oklahoma Ave & D St NE,31712,38.894474,-76.974828,402183.6857,136292.1726
211982813,374,Maryland Ave & E St NE,31640,38.896134,-76.9929,400615.9148,136476.1686
211982814,375,New York Ave & Hecht Ave NE,31518,38.915604,-76.983683,401415.09,138637.5995
211982815,376,Yuma St & Tenley Circle NW,31316,38.946182,-77.08059,393013.8386,142034.9791
211982816,377,Connecticut Ave & Chevy Chase Lake Dr,32051,38.994113,-77.076986,393330.7482,147355.5038
211982817,378,Key West Ave & Siesta Key Way,32052,39.105295,-77.194774,383153.1879,159713.1322
211982818,379,Lee Hwy & N Woodstock St,31900,38.898301,-77.118009,389763.2023,136723.3155
211982819,380,Saint Asaph & Madison St,31097,38.812718,-77.044097,396170.1757,127217.2968
211982820,381,King St Metro North / Cameron St,31098,38.80704,-77.059817,394804.4809,126587.7799
211982821,382,Madison & N Henry St,31099,38.813485,-77.049468,395703.7505,127302.6778
211982822,383,Medical Center Metro,32053,38.999378,-77.097882,391521.1673,147941.7054
211982823,384,Washington Blvd & N Frederick St,31901,38.884829,-77.127671,388922.9724,135228.947
211982824,385,Wisconsin Ave & Ingomar St NW,31317,38.958267,-77.084636,392664.3441,143376.841
211982825,386,16th & Irving St NW,31122,38.928893,-77.03625,396856.8086,140113.2886
211982826,387,16th & R St NW,31282,38.912652,-77.036278,396853.6643,138310.4017
211982827,388,Lyttonsville Rd & Lyttonsville Pl,32054,38.999679,-77.051168,395567.6923,147971.816
211982828,389,Woodmont Ave & Strathmore St,32055,38.979875,-77.093522,391896.6255,145776.2839
211982829,390,14th & L St NW,31283,38.903658,-77.031737,397247.1512,137311.8475
211982830,391,1st & O St NW,31519,38.908643,-77.012365,398927.5421,137864.8171
211982831,392,South Capitol & Atlantic St SW,31811,38.831516,-77.008133,399293.8349,129303.1048
211982832,393,18th & C St NW,31284,38.893511,-77.041544,396395.9852,136185.791
211982833,394,22nd & P ST NW,31285,38.909394,-77.048728,395773.7018,137949.2396
211982834,395,East West Hwy & 16th St,32056,38.995681,-77.038721,396645.6961,147527.4668
211982835,396,Royal & Wilkes St,31903,38.799267,-77.0447,396117.074,125724.1768
211982836,397,14th & Girard St NW,31123,38.925284,-77.032375,397192.6628,139712.5324
211982837,398,Potomac Ave & Main Line Blvd,31910,38.822738,-77.049265,395721.9352,128329.8113
211982838,399,11th & O St NW,31286,38.90843,-77.02714,397646.0498,137841.4497
211982839,400,10th St & L'Enfant Plaza SW,31287,38.884323,-77.02601,397743.2963,135165.3527
211982840,401,Connecticut Ave & Yuma St NW,31318,38.947156,-77.065115,394355.4076,142142.0313
211982841,402,2nd St & Massachusetts Ave NE,31641,38.894972,-77.003135,399728.0388,136347.1581
211982842,403,Radford & Osage St,31908,38.828437,-77.086031,392529.8532,128964.8036
211982843,404,East Falls Church Metro/Sycamore St & 19th St N,31904,38.884859,-77.155988,386466.1326,135236.0943
211982844,405,Kennebec St & 11th St N,31905,38.880992,-77.135271,388262.9483,134803.9606
211982845,406,Commonwealth Ave & Oak St,31906,38.812711,-77.061715,394640.0521,127217.4066
211982846,407,Commonwealth & E Monroe Ave,31913,38.820058,-77.062821,394544.5573,128033.0364
211982847,408,4th St & Madison Dr NW,31288,38.890493,-77.017253,398503.2087,135850.0906
211982848,409,Henry Bacon Dr & Lincoln Memorial Circle NW,31289,38.890544,-77.049379,395716.1071,135856.7692
211982849,410,17th St & Independence Ave SW,31290,38.888097,-77.038325,396674.9868,135584.6724
211982850,411,Franklin & S Washington St,31907,38.798133,-77.0487,395769.5415,125598.4735
211982851,412,Mount Vernon Ave & Four Mile Run Park,31909,38.843422,-77.064016,394442.601,130626.6693
211982852,413,New Jersey Ave & L St NW,31642,38.903598,-77.01397,398788.2493,137304.8012
211982853,414,Mount Vernon Ave & Bruce St,31912,38.841291,-77.063093,394522.5655,130390.0578
211982854,415,Lee Center,31914,38.797557,-77.053766,395329.432,125534.781
211982855,416,Powhatan St & Bashford Ln,31915,38.818748,-77.047783,395850.397,127886.8268
211982856,417,Potomac & Swann Ave,31916,38.829545,-77.047844,395845.7278,129085.3677
211982857,418,14th & Irving St NW,31124,38.928552,-77.032224,397205.8846,140075.3037
211982858,419,Vermont Ave & I St NW,31291,38.901136,-77.034451,397011.6348,137031.9705
211982859,420,Wisconsin Ave & Brandywine St NW,31319,38.949813,-77.080217,393046.5273,142438.0242
211982860,421,24th & R St NE / National Arboretum,31520,38.91263,-76.971923,402435.0762,138307.7088
211982861,422,Division Ave & Foote St NE,31713,38.897407,-76.925907,406427.3461,136620.0661
211982862,423,16th & Q St SE / Anacostia HS,31812,38.870695,-76.982359,401530.8771,133652.3679
211982863,424,Spring Hill Metro,32200,38.929261,-77.240654,379133.3291,140181.02
211982864,425,Westpark Dr & Leesburg Pike,32201,38.92403,-77.235955,379539.269,139599.2725
211982865,427,Tysons One Pl & Chain Bridge Rd,32203,38.919475,-77.221179,380819.3354,139090.4224
211982866,428,Tysons Corner Station,32204,38.920939,-77.222115,380738.561,139253.1354
211982867,429,Westpark & Jones Branch Dr,32205,38.924437,-77.217664,381125.4694,139640.5122
211982868,430,Jones Branch & Westbranch Dr,32206,38.931911,-77.219261,380988.98,140470.5194
211982869,431,Westpark & Park Run Dr,32207,38.928919,-77.225394,380456.3994,140139.6776
211982870,432,Tysons West Transit Center,32208,38.932636,-77.231825,379899.8254,140553.6918
211982871,433,North Shore & Cameron Crescent Dr/Crescent Apartments,32209,38.970046,-77.338686,370649.9832,144735.4649
211982872,434,Town Center Pkwy & Bowman Towne Dr,32210,38.962524,-77.361902,368634.8196,143908.1787
211981955,145,7th & R St NW / Shaw Library,31245,38.912719,-77.022155,398078.5324,138317.4472
211981956,146,9th & Upshur St NW,31404,38.9418,-77.0251,397824.0048,141545.7535
211981957,147,1st & Rhode Island Ave NW,31506,38.915417,-77.012289,398934.235,138616.7862
211981958,148,Columbia Rd & Georgia Ave NW,31115,38.928121,-77.023795,397936.7434,140027.2348
211981959,149,California St & Florida Ave NW,31116,38.917761,-77.04062,396477.3416,138877.7017
211981960,150,Benning Rd & East Capitol St NE / Benning Rd Metro,31707,38.889935,-76.93723,405445.6802,135789.879
211981961,151,3000 Connecticut Ave NW / National Zoo,31307,38.930282,-77.055599,395179.1755,140268.3235
211981962,152,Anacostia Ave & Benning Rd NE / River Terrace,31708,38.896544,-76.96012,403459.5128,136522.4136
211981963,153,M St & Pennsylvania Ave NW,31246,38.905126,-77.056887,395065.7567,137475.8662
211981964,154,15th St & Massachusetts Ave SE,31626,38.88732,-76.983569,401425.5418,135497.8497
211981965,155,Congress Heights Metro,31806,38.844711,-76.987823,401057.0987,130767.8792
211981966,156,N Quincy St & Glebe Rd,31035,38.876393,-77.107735,390651.5592,134290.257
211981967,157,Barcroft Community Center,31033,38.850337,-77.100989,391233.7268,131397.1831
211981968,158,N Veitch  & 20th St N,31029,38.896923,-77.086502,392496.1597,136567.2851
211981969,159,10th & K St NW,31263,38.9024,-77.02622,397725.6524,137172.0474
211981970,160,Fairfax Dr & Wilson Blvd,31023,38.885801,-77.097745,391519.5349,135333.6408
211981971,161,Key Blvd & N Quinn St,31027,38.896015,-77.078107,393224.3193,136465.8334
211981972,162,1st & K St SE,31628,38.878854,-77.005727,399503.0706,134557.946
211981973,163,39th & Calvert St NW / Stoddert,31306,38.922649,-77.077271,393299.3438,139422.3631
211981974,164,1st & Washington Hospital Center NW,31507,38.928743,-77.012457,398919.8671,140096.0869
211981975,165,Virginia Square Metro / N Monroe St & 9th St N,31024,38.882788,-77.103148,391050.3869,134999.6906
211981976,166,Central Library / N Quincy St & 10th St N,31025,38.88397,-77.10783,390644.3093,135131.371
211981977,167,Washington Blvd & 10th St N,31026,38.884734,-77.093485,391889.0158,135214.8085
211981978,168,Jefferson Dr & 14th St SW,31247,38.888553,-77.032429,397186.5319,135635.0937
211981979,169,Smithsonian-National Mall / Jefferson Dr & 12th St SW,31248,38.888767,-77.02858,397520.47,135658.7378
211981980,170,George Mason Dr & Wilson Blvd,31036,38.87887,-77.1207,389526.9173,134566.6302
211981981,171,6th St & Indiana Ave NW,31264,38.894573,-77.01994,398270.1958,136303.0502
211981982,172,N Veitch & Key Blvd,31028,38.893241,-77.086045,392535.4181,136158.5167
211981983,173,Lee Hwy & N Adams St,31030,38.89593,-77.089006,392278.8363,136457.2631
211981984,174,15th & N Scott St,31031,38.89054,-77.08095,392977.1539,135858.2803
211981985,175,Washington Blvd & 7th St N,31032,38.880834,-77.091129,392092.9958,134781.6721
211981986,176,Ballston Metro / N Stuart & 9th St N,31037,38.881044,-77.111768,390302.2378,134806.9737
211981987,177,N Randolph St & Fairfax Dr,31034,38.882629,-77.109366,390510.8626,134982.6683
211981988,178,Jefferson Memorial,31249,38.879819,-77.037413,396753.7338,134665.7179
211981989,179,Good Hope Rd & 14th St SE,31803,38.866611,-76.985238,401281.1123,133198.9693
211981990,180,Glebe Rd & 11th St N,31038,38.883921,-77.116817,389864.5607,135126.891
211981991,181,Wilson Blvd & N Quincy St,31039,38.880012,-77.107854,390641.7079,134692.0054
211981992,182,Fairfax Dr & Kenmore St,31040,38.884616,-77.10108,391230.041,135202.4118
211981993,183,Gallaudet / 8th St & Florida Ave NE,31508,38.90509,-76.9941,400511.7523,137470.3491
211981994,185,20th & L St NW,31250,38.903584,-77.044789,396115.0244,137304.1074
211981995,186,12th & L St NW,31251,38.903819,-77.0284,397536.6062,137329.6244
211981996,187,21st St & Pennsylvania Ave NW,31252,38.901539,-77.046564,395960.946,137077.173
211981997,188,19th & K St NW,31253,38.902204,-77.04337,396238.035,137150.8568
211981998,189,Prince St & Union St,31041,38.803124,-77.040363,396494.0027,126152.1522
211981999,190,Market Square / King St & Royal St,31042,38.804718,-77.043363,396233.5018,126329.2156
211982000,191,Saint Asaph St & Pendleton  St,31043,38.810743,-77.044664,396120.8245,126998.0832
211982001,192,King St & Patrick St,31044,38.805317,-77.049883,395667.2127,126395.9976
211982002,193,15th & K St NW,31254,38.902,-77.03353,397091.5598,137127.8517
211982003,194,Commerce St & Fayette St,31045,38.805648,-77.05293,395402.5747,126432.8897
211982004,195,Henry St & Pendleton St,31046,38.811456,-77.050276,395633.4525,127077.4842
211982005,196,Braddock Rd Metro,31047,38.814577,-77.052808,395413.7448,127424.0593
211982006,197,King St Metro South,31048,38.805767,-77.06072,394725.9552,126446.5207
211982007,198,24th & N St NW,31255,38.9066,-77.05152,395531.3698,137639.2158
211982008,199,10th & E St NW,31256,38.895914,-77.026064,397738.9784,136452.0457
211982009,200,22nd & I St NW / Foggy Bottom,31257,38.90088,-77.048911,395757.3234,137004.1251
211982010,201,Utah St & 11th St N,31049,38.883669,-77.113905,390117.1807,135098.5978
211982011,202,Barton St & 10th St N,31050,38.884961,-77.08777,392384.8871,135239.515
211982012,203,Arlington Blvd & N Queen St,31051,38.889365,-77.077294,393294.2209,135727.5712
211982013,204,Lincoln Memorial,31258,38.888251,-77.049426,395711.8918,135602.2305
211982014,206,20th St & Virginia Ave NW,31259,38.894722,-77.045128,396085.1334,136320.3691
211982015,207,5th St & Massachusetts Ave NW,31265,38.90093,-77.018677,398379.906,137008.7047
211982016,208,39th & Veazey St NW,31308,38.943837,-77.077078,393318.066,141774.4003
211982657,209,Fessenden St & Wisconsin Ave NW,31309,38.954812,-77.082426,392855.5451,142993.1291
211982658,211,Columbia Pike & S Courthouse Rd,31053,38.863833,-77.080319,393029.288,132893.5539
211982659,212,Walter Reed Community Center / Walter Reed Dr & 16th St S,31054,38.857803,-77.086733,392471.9951,132224.6897
211982660,213,28th St S & S Meade St,31055,38.846222,-77.069275,393986.2891,130937.822
211982661,214,18th St & Wyoming Ave NW,31114,38.918809,-77.041571,396394.9217,138994.0757
211982662,215,5th & Kennedy St NW,31403,38.956556,-77.019814,398282.6198,143183.69
211982663,216,Georgia Ave & Emerson St NW,31405,38.949662,-77.027333,397630.6806,142418.5615
211982664,217,14th & Upshur St NW,31406,38.942016,-77.032652,397169.3077,141569.9385
211982665,218,14th St & Colorado Ave NW,31407,38.956432,-77.032947,397144.3109,143170.2538
211982666,219,S Troy St & 26th St S,31056,38.847977,-77.075104,393480.4384,131133.0394
211982667,220,S Four Mile Run Dr & S Shirlington Rd,31057,38.8444,-77.085931,392540.2043,130736.7966
211982668,221,S Oakland St & Columbia Pike,31058,38.860789,-77.09586,391680.164,132556.9494
211982669,222,S Four Mile Run & Walter Reed Dr,31059,38.84736,-77.095431,391715.8392,131066.1963
211982670,223,S Arlington Mill Dr & Campbell Ave,31060,38.84232,-77.089555,392225.3731,130506.2046
211982671,224,S Kenmore & 24th St S,31061,38.848454,-77.084918,392628.5629,131186.7364
211982672,225,13th St & Eastern Ave,32006,38.987,-77.029417,397451.3679,146563.4885
211982673,226,Wisconsin Ave & O St NW,31312,38.90849,-77.063586,394484.9615,137849.681
211982674,227,S George Mason Dr & 13th St S,31062,38.856511,-77.100248,391298.8014,132082.4698
211982675,228,Connecticut & Nebraska Ave NW,31310,38.955016,-77.069956,393936.4269,143014.8728
211982676,229,17th St & Massachusetts Ave NW,31267,38.908142,-77.038359,396672.972,137809.8284
211982677,230,15th & Euclid St  NW,31117,38.92333,-77.0352,396947.6146,139495.7125
211982678,231,8th & East Capitol St NE,31629,38.889988,-76.995193,400417.0363,135793.9012
211982679,232,New Jersey Ave & R St NW,31509,38.912659,-77.017669,398467.5947,138310.7019
211982680,233,15th & East Capitol St NE,31630,38.889908,-76.983326,401446.5718,135785.1417
211982681,234,8th & F St NE,31631,38.897274,-76.994749,400455.5094,136602.7068
211982682,235,18th St & Rhode Island Ave NE,31510,38.927095,-76.978924,401827.5193,139913.282
211982683,236,15th & F St NE,31632,38.897195,-76.983575,401424.824,136594.0523
211982684,237,12th & Irving St NE,31511,38.928644,-76.990955,400784.2832,140085.0622
211982685,239,Alabama & MLK Ave SE,31800,38.84323,-76.999376,400054.1712,130603.4076
211981771,480,Reston Pkwy & Spectrum Dr,32225,38.964208,-77.35428,369296.1222,144092.5258
211981772,481,Key West Ave & Great Seneca Hwy,32070,39.105642,-77.20386,382367.3894,159753.3694
211981773,482,Virginia Ave & 25th St NW,31297,38.8995,-77.054155,395302.3534,136851.1909
211981774,483,15th & M St NW,31298,38.905424,-77.034674,396992.472,137507.9804
211981775,484,11th & Girard St NW,31126,38.925636,-77.027112,397649.0456,139751.4587
211981776,485,Connecticut Ave & R St NW,31299,38.912644,-77.04564,396041.7119,138309.8779
211981777,486,Wilson Blvd & N Troy St,31924,38.892556,-77.082089,392878.5408,136082.1603
211981778,487,Nebraska Ave/AU East Campus,31320,38.936298,-77.087128,392446.0274,140938.2887
211981779,488,15th St & Constitution Ave NW,31321,38.892244,-77.033234,397116.841,136044.8487
211981780,489,22nd & H St NW,31127,38.899104,-77.048946,395754.1817,136806.9765
211981781,490,23rd & M St NW,31128,38.905303,-77.050264,395640.2307,137495.1775
211981782,491,Corporate Blvd & Omega Dr,32071,39.106971,-77.192645,383337.7263,159898.7985
211981783,492,Key West Ave & Diamondback Dr,32072,39.106152,-77.202354,382497.7742,159809.696
211981784,493,Alabama Ave & Stanton Rd SE / Shops at Park Village,31813,38.84627,-76.98185,401575.587,130941.0252
211981785,494,Mississippi Ave & 19th St SE / THEARC,31814,38.84377,-76.97557,402120.823,130663.635
211981786,495,19th & Savannah St SE,31815,38.84623,-76.97703,401994.0084,130936.6792
211981787,496,4th St & Mississippi Ave SE,31816,38.836,-77.0009,399921.8605,129800.8281
211981788,497,1st & S Capitol St SE / Oxon Run Trail,31817,38.824481,-77.005497,399522.6642,128522.1558
211981789,498,Livingston Rd & 3rd St SE,31818,38.82373,-77.00223,399806.3544,128438.7778
211981790,499,Joliet St & MLK Ave SW/Bald Eagle Rec Ctr,31819,38.81909,-77.01033,399102.9195,127923.7558
211981791,500,37th & Ely Pl SE / Fort Dupont Ice Arena,31715,38.883011,-76.949709,404363.4744,135020.5911
211981792,501,15th St & Pennsylvania Ave NW/Pershing Park,31129,38.89635,-77.03338,397104.3417,136500.6518
211981793,505,Maine Ave & 9th St SW,31646,38.88044,-77.025236,397810.3316,134734.2911
211981794,506,Lincoln Rd & Seaton Pl NE/Harry Thomas Rec Center,31523,38.915,-77.0078,399323.5401,138570.4529
211981795,507,Blueridge Ave & Elkins St,32073,39.04313,-77.05006,395666.3153,152795.2872
211981796,508,Georgia Ave & Kennedy St NW,31415,38.95674,-77.02791,397580.9045,143204.2991
211981797,509,7th St & Massachusetts Ave NE,31647,38.89222,-76.99602,400345.2782,136041.6672
211981798,510,Anacostia Park,31820,38.87335,-76.9834,401440.4861,133947.0758
211981799,511,Twinbrook Metro,32074,39.062041,-77.120776,389547.2246,154900.351
211981800,512,White Flint Metro,32075,39.04753,-77.11287,390229.4715,153288.5887
211981801,513,Citadel Ave & McGrath Blvd,32076,39.049,-77.10933,390536.1049,153451.4024
211981802,514,Rockville Pike & Old Georgetown Rd,32077,39.049765,-77.11368,390159.6633,153536.7859
211981803,515,Woodglen Dr & Executive Blvd,32078,39.04317,-77.1135,390174.3341,152804.6476
211981804,516,Executive Blvd & E Jefferson St,32079,39.04873,-77.1257,389119.0338,153423.2534
211981805,517,Fishers Ln & Rock Creek Mill Rd,32080,39.0629,-77.113454,390181.0384,154994.897
211981806,518,Congressional Ln & E Jefferson St,32081,39.06219,-77.129235,388815.1492,154917.8942
211981807,519,Garland Ave & Walden Rd,32082,39.00048,-77.00077,399933.3013,148059.4933
211981808,520,Greensboro & Pinnacle Dr,32227,38.92245,-77.23034,380025.7276,139422.6362
211981809,521,1301 McCormick Dr / Wayne K. Curry Admin Bldg,32400,38.908391,-76.843263,413594.3672,137848.4408
211981810,522,Largo Town Center Metro,32401,38.899811,-76.844604,413479.6788,136895.7939
211981811,523,Baltimore Ave & Van Buren St / Riverdale Park Station,32402,38.969581,-76.937349,405429.2884,144631.2633
211981812,524,Baltimore Ave & Jefferson St,32403,38.95548,-76.940133,405189.0557,143065.7593
211981813,525,Perry & 35th St,32404,38.936213,-76.960054,403463.3113,140926.0058
211981814,526,Grand Park & Rose Ave,32083,39.051035,-77.1176,389820.5231,153678.2001
211981815,527,Potomac Ave & Half St SW,31648,38.870201,-77.010837,399059.5641,133597.4381
211981816,26,20th & E St NW,31204,38.8963,-77.045,396096.3238,136495.5341
211981817,27,21st & I St NW,31205,38.9008,-77.047,395923.0843,136995.1574
211981818,91,13th St & New York Ave NW,31227,38.900283,-77.029822,397413.1348,136937.1393
211981819,105,7th & F St NW / National Portrait Gallery,31232,38.897296,-77.022201,398074.1265,136605.3701
211981820,106,17th & K St NW / Farragut Square,31233,38.902061,-77.038322,396675.8978,137134.7868
211981821,210,3rd & M St NE,31627,38.90547,-77.00213,399815.2497,137512.5178
211981822,1,Eads St & 15th St S,31000,38.858971,-77.05323,395379.9686,132352.1169
211981823,2,18th & Eads St.,31001,38.85725,-77.05332,395372.0456,132161.0781
211981824,3,20th & Crystal Dr,31002,38.856425,-77.049232,395726.8176,132069.2979
211981825,4,15th & Crystal Dr,31003,38.86017,-77.049593,395695.7098,132485.0368
211981826,5,Aurora Hills Community Ctr/18th & Hayes St,31004,38.857866,-77.05949,394836.5599,132229.7894
211981827,6,Pentagon City Metro / 12th & S Hayes St,31005,38.862303,-77.059936,394798.1726,132722.3538
211981828,7,S Joyce & Army Navy Dr,31006,38.8637,-77.0633,394506.3197,132877.628
211981829,8,Crystal City Metro / 18th & Bell St,31007,38.857405,-77.051132,395561.9645,132178.1755
211981830,9,12th & Army Navy Dr,31008,38.8629,-77.0528,395417.5422,132788.2427
211981831,10,27th & Crystal Dr,31009,38.848441,-77.051516,395528.0734,131183.1266
211981832,11,S Glebe & Potomac Ave,31010,38.8426,-77.0502,395641.9543,130534.6713
211981833,12,23rd & Crystal Dr,31011,38.8533,-77.0498,395677.3277,131722.4273
211981834,13,26th & S Clark St,31012,38.850688,-77.05152,395527.867,131432.5597
211981835,14,19th St & Pennsylvania Ave NW,31100,38.9003,-77.0429,396278.704,136939.4783
211981836,15,14th & V St NW,31101,38.9176,-77.0321,397216.209,138859.5351
211981837,16,11th & Kenyon St NW,31102,38.929464,-77.027822,397587.6091,140176.4181
211981838,17,16th & Harvard St NW,31103,38.926088,-77.036536,396831.8853,139801.9194
211981839,18,Adams Mill & Columbia Rd NW,31104,38.922925,-77.042581,396307.5467,139451.0267
211981840,19,14th & Harvard St NW,31105,38.9268,-77.0322,397207.897,139880.816
211981841,20,Calvert & Biltmore St NW,31106,38.923203,-77.047637,395869.1268,139482.1037
211981842,21,Lamont & Mt Pleasant NW,31107,38.9319,-77.0388,396635.8432,140447.1824
211981843,22,4th & M St SW,31108,38.8767,-77.0178,398455.4549,134318.9706
211981844,23,15th & P St NW,31201,38.90985,-77.034438,397013.1273,137999.2948
211981845,24,14th & R St NW,31202,38.912939,-77.032085,397217.328,138342.1249
211981846,25,14th & Rhode Island Ave NW,31203,38.9086,-77.0323,397198.511,137860.4668
211981847,28,Georgia & New Hampshire Ave NW,31400,38.936043,-77.024649,397862.9308,140906.6651
211981848,29,14th St & Spring Rd NW,31401,38.9375,-77.0328,397156.297,141068.6272
211981849,30,John McCormack Dr & Michigan Ave NE,31502,38.9346,-76.9955,400390.1581,140746.2006
211981850,31,5th & K St NW,31600,38.90304,-77.019027,398349.5948,137242.9379
211981851,32,19th & East Capitol St SE,31601,38.8896,-76.9769,402004.0754,135751.0727
211981852,33,Park Rd & Holmead Pl NW,31602,38.9308,-77.0315,397268.7481,140324.8292
211981853,34,Good Hope & Naylor Rd SE,31700,38.860227,-76.966572,402901.2906,132490.7262
211981854,35,Connecticut Ave & Newark St NW / Cleveland Park,31305,38.934267,-77.057979,394973.0937,140710.8214
211981855,36,Randle Circle & Minnesota Ave SE,31702,38.878,-76.9607,403410.0851,134463.8639
211981856,37,Minnesota Ave Metro/DOES,31703,38.897063,-76.947446,404558.9245,136580.5833
211981857,38,Nannie Helen Burroughs & Minnesota Ave NE,31704,38.901385,-76.941877,405041.7154,137060.6526
211981858,39,Anacostia Metro,31801,38.862669,-76.994637,400465.4508,132761.2885
211981859,40,Good Hope Rd & MLK Ave SE,31802,38.867373,-76.988039,401038.0179,133283.5213
211981860,41,19th & E Street NW,31206,38.8952,-77.0436,396217.7132,136373.3665
211981861,42,4th & W St NE,31500,38.919077,-77.000648,399943.805,139023.0053
